true_label,cnn_pred,cnn_confidence,wav2vec_pred,wav2vec_confidence,ensemble_pred,ensemble_confidence,models_agree,mobile_action,confidence_level,correct
1,1,0.9400406,1,0.9992817,1,0.97021496,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8896462,1,0.9992508,1,0.9454731,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.87245667,1,0.9992267,1,0.93702674,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8216146,1,0.94838893,1,0.88618684,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6377191,0,0.46340522,0,0.54893273,False,NO_ACTION,NORMAL,False
0,0,0.29336652,0,0.12370699,0,0.20695081,True,NO_ACTION,NORMAL,True
1,1,0.81254804,1,0.9994122,1,0.9077269,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8656206,1,0.99893516,1,0.93352413,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9586205,1,0.99897516,1,0.97917503,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.52879363,1,0.9956873,1,0.7666049,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5742557,1,0.9871338,1,0.78455424,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.428623,1,0.9950001,0,0.7171059,False,NO_ACTION,NORMAL,False
1,1,0.5816186,1,0.922878,1,0.7554383,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.47162166,0,0.081357844,0,0.27284166,True,NO_ACTION,NORMAL,True
1,1,0.64710027,1,0.9992712,1,0.82647777,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6324957,1,0.99686915,1,0.8180885,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7605895,1,0.99200684,1,0.87846136,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.42907348,0,0.004259612,0,0.2126955,True,NO_ACTION,NORMAL,True
1,1,0.5605841,1,0.99800295,1,0.7833824,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.48240346,1,0.998599,0,0.7453265,False,NO_ACTION,NORMAL,False
1,1,0.914564,1,0.998517,1,0.9573253,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.89922726,1,0.99940395,1,0.95025206,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.7486223,0,0.12857835,0,0.43280435,False,NO_ACTION,NORMAL,True
0,0,0.45511356,0,0.00020965749,0,0.22340928,True,NO_ACTION,NORMAL,True
1,1,0.8983118,1,0.99890125,1,0.9495468,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.52150726,1,0.94174004,1,0.73555183,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7334726,1,0.9880653,1,0.8631488,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.80924875,1,0.960101,1,0.88608503,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6252529,1,0.9871157,1,0.80956686,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.37541324,0,0.08645146,0,0.2282312,True,NO_ACTION,NORMAL,True
1,1,0.7832989,1,0.99696976,1,0.8921317,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9845464,1,0.99912363,1,0.99197125,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5781441,1,0.98750323,1,0.78665024,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.78919786,1,0.99205244,1,0.8925214,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.35527226,0,0.015199803,0,0.18205713,True,NO_ACTION,NORMAL,True
1,0,0.48365957,1,0.9632177,0,0.7279214,False,NO_ACTION,NORMAL,False
0,1,0.5616662,0,0.0057984893,0,0.27853623,False,NO_ACTION,NORMAL,True
1,1,0.63646835,1,0.9974916,1,0.82035476,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.3036665,0,0.00051259715,0,0.14925574,True,NO_ACTION,NORMAL,True
1,1,0.59280866,1,0.99925774,1,0.7998326,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5344674,1,0.9988218,1,0.77098525,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6227412,1,0.9988431,1,0.81430787,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.96326137,1,0.99940276,1,0.9816699,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.40483785,0,0.0017863087,0,0.19954446,True,NO_ACTION,NORMAL,True
0,0,0.27622586,0,0.23913369,0,0.25733304,True,NO_ACTION,NORMAL,True
1,1,0.734984,1,0.9961785,1,0.8680228,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.84300077,1,0.9991547,1,0.9225374,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.37355143,0,0.0003904561,0,0.18348272,True,NO_ACTION,NORMAL,True
0,0,0.49517712,0,0.07587573,0,0.2816069,True,NO_ACTION,NORMAL,True
1,1,0.892345,1,0.9992494,1,0.94679654,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5226239,1,0.9993693,1,0.7654531,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8714349,1,0.99869764,1,0.93625593,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.57406145,1,0.97445834,1,0.77800274,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7716014,1,0.9981823,1,0.88700986,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7098203,1,0.99950373,1,0.8573699,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5692839,1,0.9970192,1,0.7871499,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6828429,1,0.9992467,1,0.8440025,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.92798907,1,0.99947804,1,0.96440184,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8028833,1,0.9938638,1,0.9001588,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.3940918,0,0.107752524,0,0.24824555,True,NO_ACTION,NORMAL,True
1,1,0.92453486,1,0.9875107,1,0.9566114,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.66972107,1,0.9993668,1,0.8376254,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6863896,1,0.9992829,1,0.84576106,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7945013,1,0.99676055,1,0.89752156,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.72151446,1,0.99755234,1,0.8621137,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.52866566,1,0.9904225,1,0.76386046,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.42672136,0,0.022205042,0,0.22068189,True,NO_ACTION,NORMAL,True
1,1,0.83152056,1,0.9984994,1,0.9165709,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7307146,1,0.99863845,1,0.86718106,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.41464788,0,0.00051939994,0,0.20371248,True,NO_ACTION,NORMAL,True
1,0,0.4111762,1,0.9383437,0,0.6796878,False,NO_ACTION,NORMAL,False
0,0,0.49277166,0,0.023060419,0,0.2535253,True,NO_ACTION,NORMAL,True
1,1,0.6831786,1,0.9933826,1,0.8411803,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8718904,1,0.9987042,1,0.9364828,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.48955467,0,0.03534567,0,0.25820434,True,NO_ACTION,NORMAL,True
1,1,0.73740613,1,0.99878675,1,0.8705398,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7805957,1,0.9320391,1,0.8577331,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8565134,1,0.99816763,1,0.9286647,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.82474583,1,0.9988416,1,0.91342115,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.39076114,0,0.0014111358,0,0.19244659,True,NO_ACTION,NORMAL,True
0,0,0.40351108,0,0.06885962,0,0.23305711,True,NO_ACTION,NORMAL,True
0,1,0.6306562,0,0.00018754223,0,0.3095284,False,NO_ACTION,NORMAL,True
0,0,0.42693764,0,0.0007155086,0,0.20984235,True,NO_ACTION,NORMAL,True
1,1,0.6507877,1,0.9644792,1,0.81056577,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.588362,1,0.996002,1,0.79599255,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.5279622,0,0.0012342923,0,0.25967452,False,NO_ACTION,NORMAL,True
0,0,0.40077755,0,0.0028102922,0,0.19807383,True,NO_ACTION,NORMAL,True
1,1,0.99058694,1,0.99868184,1,0.9947101,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.62777996,1,0.99768627,1,0.8161909,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.6394504,0,0.005512099,0,0.31655535,False,NO_ACTION,NORMAL,True
0,1,0.5017849,0,0.13412881,0,0.31452012,False,NO_ACTION,NORMAL,True
0,0,0.31742305,0,0.123972796,0,0.2188896,True,NO_ACTION,NORMAL,True
1,1,0.5354845,1,0.9793879,1,0.7615857,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.77032584,1,0.9978436,1,0.8862115,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.42578113,0,0.009910164,0,0.2139582,True,NO_ACTION,NORMAL,True
1,1,0.69415057,1,0.99719846,1,0.84850734,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6742053,1,0.9993843,1,0.83983445,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6404168,1,0.99598205,1,0.8215232,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7615494,1,0.9744324,1,0.86998093,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.6055292,0,0.00035972515,0,0.2972875,False,NO_ACTION,NORMAL,True
1,1,0.6834682,1,0.95150673,1,0.819993,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.87560236,1,0.9906393,1,0.9341962,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5005082,1,0.9983241,1,0.7540696,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.81118214,1,0.99665666,1,0.9056532,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5653696,1,0.9977034,1,0.7855778,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5027716,1,0.9986438,1,0.755343,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.55539966,0,0.007907595,0,0.2765358,False,NO_ACTION,NORMAL,True
0,0,0.48924908,0,0.0001944088,0,0.24015018,True,NO_ACTION,NORMAL,True
1,1,0.7516796,1,0.99635774,1,0.8763058,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.4976169,1,0.9229466,0,0.7142576,False,NO_ACTION,NORMAL,False
0,0,0.31640399,0,0.00091219426,0,0.15570895,True,NO_ACTION,NORMAL,True
1,1,0.6377001,1,0.9977387,1,0.8210849,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7709793,1,0.9522725,1,0.8633206,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.80699897,1,0.9972047,1,0.9038798,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5128667,1,0.99221194,1,0.7570201,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.564213,1,0.99529016,1,0.7837812,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.8868143,1,0.8670438,1,0.8767443,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6834105,1,0.995323,1,0.8422824,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6972788,1,0.9918126,1,0.8472989,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.76746887,1,0.99932086,1,0.8855621,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.70408773,1,0.99807274,1,0.8538283,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.23511635,0,0.0015155554,0,0.11613232,True,NO_ACTION,NORMAL,True
0,0,0.4972898,0,0.07972747,0,0.28460538,True,NO_ACTION,NORMAL,True
1,1,0.9616837,1,0.99914765,1,0.9807658,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.82651496,1,0.9993543,1,0.9145503,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8352241,1,0.9965539,1,0.9173971,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.88440526,1,0.9930473,1,0.93974185,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6322362,1,0.9901356,1,0.81453145,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.62366885,1,0.9796027,1,0.80496293,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.15136701,0,0.00063623395,0,0.07459263,True,NO_ACTION,NORMAL,True
1,1,0.5790902,1,0.9947891,1,0.7908255,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.69836193,1,0.9872573,1,0.8455101,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.617581,1,0.9933681,1,0.80898726,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9578409,1,0.9990885,1,0.9788503,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9367038,1,0.9991291,1,0.9685,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8571646,1,0.9993585,1,0.9295907,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.75054294,1,0.9969061,1,0.87602746,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.46553767,1,0.8759102,0,0.67456,False,NO_ACTION,NORMAL,False
1,1,0.5624146,1,0.9932547,1,0.781862,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7886344,1,0.96772367,1,0.8798531,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5264748,1,0.99568766,1,0.7654673,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.510661,1,0.9656276,1,0.7423972,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.50738627,1,0.94461304,1,0.7300867,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.88219064,1,0.85609215,1,0.86889744,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9474782,1,0.994325,1,0.97133946,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6754929,1,0.99880767,1,0.8401725,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6136359,1,0.99903846,1,0.8099398,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5379023,1,0.99773407,1,0.7721166,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6168426,1,0.7083733,1,0.6634636,True,USER_ALERT,LOW,True
0,0,0.21639532,0,0.0010239809,0,0.10669642,True,NO_ACTION,NORMAL,True
1,1,0.5438868,1,0.6354854,1,0.5905423,True,USER_ALERT,LOW,True
0,0,0.30533668,0,0.00037968907,0,0.15000752,True,NO_ACTION,NORMAL,True
1,1,0.81788236,1,0.99404705,1,0.9076114,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9630308,1,0.9983261,1,0.9810084,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6796457,1,0.9954295,1,0.8404895,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.96567196,1,0.99913836,1,0.982718,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9470593,1,0.9954822,1,0.9717233,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5855057,1,0.9986528,1,0.79594123,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.67682916,1,0.99698985,1,0.8399023,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7424028,1,0.9990932,1,0.8731475,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8052443,1,0.9969464,1,0.90288734,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.81295365,1,0.9729682,1,0.89445674,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6406138,1,0.9989716,1,0.8231425,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.83201975,1,0.97717834,1,0.9059559,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.47000173,0,0.001977695,0,0.23161474,True,NO_ACTION,NORMAL,True
1,1,0.86192983,1,0.98360556,1,0.9239051,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.48176694,0,0.06960502,0,0.2718332,True,NO_ACTION,NORMAL,True
1,1,0.7232367,1,0.99931026,1,0.86385417,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.48714343,1,0.9553997,0,0.7256487,False,NO_ACTION,NORMAL,False
0,0,0.48751986,1,0.6998488,0,0.5956691,False,NO_ACTION,NORMAL,True
1,1,0.5482354,1,0.9953371,1,0.7759657,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.53364515,1,0.99559706,1,0.7689393,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.30930752,0,0.0012550121,0,0.15240167,True,NO_ACTION,NORMAL,True
1,1,0.5883321,1,0.9983255,1,0.79716134,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.72359604,1,0.9485037,1,0.8381522,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.52453303,0,0.25949875,0,0.3895384,False,NO_ACTION,NORMAL,True
1,1,0.8378084,1,0.9970529,1,0.9189192,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.681999,1,0.99538136,1,0.8416196,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.69004923,1,0.9886635,1,0.84214777,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9490533,1,0.99728787,1,0.9736215,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5085387,1,0.9913536,1,0.7544594,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9213055,1,0.99691975,1,0.95981944,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.75562304,1,0.99789184,1,0.8790221,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.9484671,1,0.9929109,1,0.9711045,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.67468375,1,0.9982462,1,0.8394896,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.46043375,1,0.9855559,0,0.72790354,False,NO_ACTION,NORMAL,False
1,1,0.6515453,0,0.3292369,0,0.48737824,False,NO_ACTION,NORMAL,False
1,1,0.59608704,1,0.9974564,1,0.80052364,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6249507,1,0.9994574,1,0.8157048,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.96140283,1,0.9984902,1,0.98029315,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6834244,1,0.9805572,1,0.8347683,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.92813146,1,0.9961746,1,0.96278906,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5564365,1,0.9882367,1,0.77637297,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.83604485,1,0.99818254,1,0.9186293,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5440261,1,0.99053687,1,0.7714553,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.71171683,1,0.9982716,1,0.8576728,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.87193316,0,0.0017645353,0,0.42871472,False,NO_ACTION,NORMAL,False
0,0,0.4406975,0,0.016579216,0,0.22467381,True,NO_ACTION,NORMAL,True
1,1,0.7682638,1,0.996739,1,0.8846371,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5608225,0,0.004714161,0,0.27756998,False,NO_ACTION,NORMAL,False
1,0,0.49256596,0,0.10014288,0,0.29268613,True,NO_ACTION,NORMAL,False
1,1,0.85192454,1,0.99297416,1,0.9237678,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.42826948,1,0.9635071,0,0.70089155,False,NO_ACTION,NORMAL,True
1,1,0.9087063,1,0.9885039,1,0.9493511,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.62680626,1,0.9936445,1,0.8136544,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.510661,1,0.9968515,1,0.758301,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.81285703,1,0.9992663,1,0.90780413,True,IMMEDIATE_ALERT,HIGH,True
0,1,0.5194448,0,0.000989132,0,0.2553706,False,NO_ACTION,NORMAL,True
1,1,0.74744964,1,0.9984604,1,0.8753014,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.47212932,0,0.044746943,0,0.25444308,True,NO_ACTION,NORMAL,True
1,1,0.7873108,1,0.99298674,1,0.89207137,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7470274,1,0.9984315,1,0.8750795,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5265247,1,0.9954555,1,0.7653735,True,VERIFY_AND_ALERT,MEDIUM,True
1,0,0.29325718,1,0.9597978,0,0.63275814,False,NO_ACTION,NORMAL,False
1,1,0.97248375,1,0.99725515,1,0.985101,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.72749335,0,0.43034235,0,0.57614017,False,NO_ACTION,NORMAL,False
0,0,0.47815147,0,0.051148657,0,0.26065856,True,NO_ACTION,NORMAL,True
1,1,0.5248401,1,0.93284774,1,0.7326579,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9252577,1,0.9994398,1,0.9630422,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.78793615,1,0.98078007,1,0.8861608,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7828163,1,0.99658966,1,0.8917012,True,IMMEDIATE_ALERT,HIGH,True
0,0,0.308353,0,0.4386383,0,0.37471354,True,NO_ACTION,NORMAL,True
1,1,0.9711729,1,0.99415284,1,0.9828777,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.81673336,1,0.9913031,1,0.90565,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8639048,1,0.9936306,1,0.92998034,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5730974,1,0.99808633,1,0.78956455,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5024342,1,0.99684626,1,0.75426185,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.51245534,1,0.99774545,1,0.75963676,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.31785932,0,0.04551536,0,0.17914155,True,NO_ACTION,NORMAL,True
0,0,0.43939018,1,0.9885843,0,0.719121,False,NO_ACTION,NORMAL,True
0,0,0.48546866,0,0.23997805,0,0.36042857,True,NO_ACTION,NORMAL,True
1,1,0.6013672,1,0.9623685,1,0.7852424,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.56795317,0,0.010948645,0,0.28424418,False,NO_ACTION,NORMAL,False
1,1,0.72081286,1,0.96459496,1,0.84498274,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5677687,1,0.9538783,1,0.7644328,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.89539295,1,0.9980101,1,0.94766074,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.8967117,1,0.98732567,1,0.9428657,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.51929325,1,0.9986162,1,0.76343536,True,VERIFY_AND_ALERT,MEDIUM,True
0,1,0.510661,0,0.001496233,0,0.25131908,False,NO_ACTION,NORMAL,True
1,1,0.8811982,1,0.9938235,1,0.93856364,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.6851044,1,0.99935323,1,0.8451663,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.7498857,1,0.9781441,1,0.8661486,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.5098776,1,0.99387723,1,0.7564017,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5759153,1,0.9931491,1,0.78843236,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.6521665,1,0.9993631,1,0.82901037,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.4071504,0,0.0010831257,0,0.20032094,True,NO_ACTION,NORMAL,True
0,1,0.54026395,0,0.0113912,0,0.27088383,False,NO_ACTION,NORMAL,True
1,1,0.6219576,0,0.011322228,0,0.31093186,False,NO_ACTION,NORMAL,False
1,1,0.613971,1,0.9826713,1,0.8017677,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.5924141,1,0.994234,1,0.79708016,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.50775796,1,0.989631,1,0.75319886,True,VERIFY_AND_ALERT,MEDIUM,True
0,0,0.49190956,0,0.33497506,0,0.41197532,True,NO_ACTION,NORMAL,True
0,0,0.3401036,0,0.0012177867,0,0.16749288,True,NO_ACTION,NORMAL,True
1,0,0.46857157,1,0.592264,0,0.531574,False,NO_ACTION,NORMAL,False
0,1,0.7285281,0,0.0004576081,0,0.35768703,False,NO_ACTION,NORMAL,True
1,1,0.9506246,1,0.9985851,1,0.9750532,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.510661,1,0.996831,1,0.75829065,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.72865856,1,0.9830032,1,0.8582084,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.52378833,1,0.9970854,1,0.7648611,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.66214764,1,0.999012,1,0.83372873,True,VERIFY_AND_ALERT,MEDIUM,True
1,1,0.9101669,1,0.83662176,1,0.8727069,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.47727188,1,0.93229234,0,0.7090355,False,NO_ACTION,NORMAL,False
1,1,0.8307077,1,0.9988703,1,0.916361,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.96279085,1,0.99618226,1,0.9797987,True,IMMEDIATE_ALERT,HIGH,True
1,1,0.7464993,1,0.99252135,1,0.8718101,True,IMMEDIATE_ALERT,HIGH,True
1,0,0.41640624,1,0.96699077,0,0.69684523,False,NO_ACTION,NORMAL,False
1,1,0.66229236,1,0.9897097,1,0.8290616,True,VERIFY_AND_ALERT,MEDIUM,True
